96519,1687964402
96932,8325310746
98442,4022963527
98477,6286456142
96743,0215171601
96679,1849349958
98242,0412590553
98634,4484847127
97030,3308403886
96477,9745314091
97998,2954857702
98705,549383825
97318,5565851398
96335,0351256174
97723,7490086256
98711,6514100613
97648,803609467
96286,464784916
97420,3687811338
98640,7293249046
97960,0069475182
96335,213939573
97098,3024952772
98495,7782621119
98210,167671462
96467,1786388372
96792,0388927506
98305,944896453
98395,9330196301
96674,4910686602
96525,7402093101
98081,4439751439
98529,4399892616
96960,1016593101
96328,4413610031
97832,0432105116
98591,9578185031
97257,5363227768
96161,9655683
97528,1712446417
98563,6605100227
97580,9884167896
96157,204646731
97220,2312612809
98461,1777616951
97831,3056029446
96177,4553272075
96885,9385712074
98299,5970010277
98067,2282656703
96324,2839365344
96579,8984861253
98097,8501555741
98231,3571252057
96502,7849677545
96300,9040118342
97855,2890247451
98350,5589783858
96810,2779162261
96108,7684164963
97581,4801551676
98379,2809700109
97105,8350331587
95986,1243946701
97288,5158405919
98352,1012487532
97426,5378626034
95965,0243479043
96979,6147322195
98254,2676632723
97687,6509413303
96019,0932177416
96655,8720655289
98093,3351031941
97927,3957523579
96179,9587225865
96355,7551927275
97881,1499930799
98083,2097629559
96398,3352659148
96095,6032390122
97635,8172459385
98183,4796885824
96677,1956297392
95899,9137163059
97353,1794373011
98197,3377701447
96957,4194499754
95756,6837378363
97040,7914567937
98154,9812144019
97296,3836546402
95809,098578584
96767,4966773387
98071,7433180503
97583,7823848465
95888,2237539558
96462,4400690127
97916,353990597
97796,7498060167
96057,8734943716
96183,713815655
97713,5119096651
97959,7834300737
96280,2957034464
95929,2392050313
97465,988691567
98062,0426609567
96612,2191086077
95771,7711653437
97193,7444441014
98078,6276553425
96921,0755134911
95681,9171526333
96899,4390248584
98030,6608117415
97208,4295402085
95686,8345364135
96603,1666521033
97930,7932175152
97506,0877211199
95801,9907238472
96303,5638694243
97766,1055643684
97717,1999475002
95985,1632696585
96022,7812555768
97554,0322129765
97863,3803562379
96237,4921128144
95788,4008632184
97301,7480733094
97939,7786187862
96511,2786306475
95593,0689684235
97012,6729622689
97937,4987408517
96828,6063466795
95541,3693834984
96710,0973975775
97873,5503999651
97122,5317862668
95554,311043538
96399,8998880267
97751,9122066393
97383,0413678934
95677,7150246757
96104,4768815609
97582,1507075013
97577,9709312881
95843,7884859787
95823,4483985243
97357,247454792
97722,8549388474
96115,7198090219
95604,8483377514
97107,3549517816
97784,344587844
96405,8901555407
95449,8613416983
96816,2905354846
97775,4038900618
96716,1323685804
95386,8294223344
96512,7985492705
97709,0639125185
97009,5884215341
95417,004277349
96204,6797519541
97580,0719952669
97272,5790467953
95535,4461712177
95894,7728150812
97398,1958506341
97462,3230054764
95743,6750225633
95636,3195939445
97177,4723741379
97596,2099547636
96020,5460811312
95426,6155274648
96913,2300511873
97642,567472764
96321,8252446443
95293,6002962113
96632,3356786174
97635,2137488382
96643,8468270119
95265,9064848312
96347,3732885567
97580,2061057337
96942,9355195684
95322,1881773696
96070,6139887111
97473,6776916597
97219,7618746474
95491,2567724296
95798,4814999678
97304,5867448553
97427,1860631926
95738,601176572
95549,0360318465
97083,1033090476
97541,7387535261
96000,161290188
95346,6856892926
96813,1389395164
97590,1973355052
96315,4997009635
95225,1145512002
96529,8529302899
97564,4481258927
96620,5116058006
95195,1408618857
96223,0305341519
97477,7233574061
96910,5701935971
95268,5216389324
95931,3626207546
97344,730477897
97153,0866209372
95420,5135012285
95635,0008410216
97149,3538796131
97327,0502480328
95650,7141173737
95388,9081345687
96923,0424670032
97436,6855545861
95930,1332748095
95199,968838688
96653,6592428278
97468,4473834571
96232,8876534567
95087,2489913999
96355,1069921383
97425,8449585253
96539,3747734278
95068,5405812908
96045,5353314323
97328,1454835112
96820,2914977421
95156,9417306115
95746,6478045759
97179,9757695169
97052,637881355
95326,1220843938
95462,803001738
96985,4038340335
97219,3595432472
95556,9038458948
95212,7540365164
96737,1877118573
97297,6800558186
95834,7807329632
95039,2150925654
96464,7199469471
97320,0541520183
96128,1026754502
94940,2415681173
96169,4086992036
97275,9988636969
96448,8725601283
94938,3193180942
95861,1110879315
97171,1691822015
96702,5872114405
95022,3395255017
95571,9912734021
97021,0772181841
96940,8344555896
95216,0844464403
95295,50019449
96823,9124803439
97104,8292046582
95459,9196267032
95045,4065257796
96578,557381458
97194,1244237571
95752,9509965123
94947,1035536651
97619,4110655083
99682,3876717553
98384,4218712356
96762,6239970474
98150,8684934221
99605,6317812958
98729,1081224809
96755,6949562663
97760,2494073212
99446,4426572851
99038,4562657423
96920,2037954573
97397,502946556
99213,7833492498
99265,5946928972
97139,183835886
97054,0013377668
98896,075653562
99415,9325261036
97478,7291859066
96787,3003229261
98608,6322198668
99484,9547129815
97796,0121984496
96578,9150093693
98239,4708084429
99463,7429074935
98201,0258079798
96515,9277934942
97856,0489840566
99348,2737956373
98555,3680128298
96567,7614888861
97471,1072410473
99176,9700261319
98984,1638784604
97283,2855323894
97667,5343713205
99130,8360255761
99165,1683050595
97452,6670518717
97366,9034083967
98889,4371854588
99240,5830908517
97312,3875036702
96528,0647907334
98326,9108327521
99268,679233632
94442,6917365422
94967,6001033306
96460,3613567783
96394,7813385464
94653,580445478
94697,3228093771
96258,3015869023
96546,6614421203
94897,9297158634
94432,3428788594
95978,8600777221
96598,6515997233
95148,8280473743
94245,1246673017
95687,9297718918
96604,8877364263
95465,2393418836
94166,0888989078
95377,3075791964
96545,4544479197
95779,348406714
94194,4532626216
95051,1956275935
96418,2953737134
96041,8249418527
94311,7775692675
94739,3664406975
96246,8574937412
96245,0022989514
94508,9423071077
94463,9035420303
96037,4887034284
96398,2905624259
94789,5237552552
94253,484219728
95800,113177313
96482,9366186782
95086,3325698772
94069,3952523941
95503,058493502
96476,4099092972
95418,9488791167
94055,447763854
95204,2603736234
96401,2633444385
95684,6440654569
94065,8860285146
94873,7004248739
96264,1130404607
95941,2644435483
94206,4785011385
94566,2521798911
96083,5109452618
96126,3145358937
94375,7929653875
